,APRexplained,ComplexCount,FinancetoComplex,Flesch,FleschKincaid,FogIndex,SentCount,SuperComplexCount,SuperFinancetoComplex,Terms,WordCount
0,0,56,0.17857142857142858,78.97026162790699,4.915161498708013,10.08811369509044,36,18,0.05555555555555555,63,387
1,0,114,0.2543859649122807,65.42208081418785,9.025924166522717,13.39009615938274,42,30,0.2,104,827
2,0,53,0.05660377358490566,67.21781835811248,8.431932773109246,11.776858435681966,26,18,0.0,56,476
3,0,173,0.08670520231213873,54.56049468791504,13.072495731360274,17.46632517548852,42,55,0.03636363636363636,149,1255
4,0,67,0.05970149253731343,66.87559859154932,7.711177062374247,12.37679409792086,28,23,0.0,47,426
5,0,61,0.21311475409836064,82.51072510822512,4.938896103896106,8.302164502164503,60,12,0.0,96,770
6,0,125,0.032,65.92403405315616,7.803088039867109,11.557098560354376,60,50,0.04,125,903
7,0,94,0.19148936170212766,71.48363928112967,8.354300385109116,12.653705216478002,41,24,0.16666666666666666,117,836
8,1,194,0.061855670103092786,66.00842932172871,9.225987695078036,12.987863145258103,80,62,0.016129032258064516,206,1666
9,0,231,0.08225108225108226,61.967318957671054,8.879047433749722,12.592286079856486,94,75,0.02666666666666667,184,1613
10,0,57,0.19298245614035087,65.69448327096633,8.759935064935068,13.029672022892363,22,15,0.13333333333333333,59,413
11,0,14,0.21428571428571427,74.08453947368423,8.826184210526318,15.394736842105264,4,3,0.0,10,95
12,0,56,0.125,76.3389689578714,6.210748952944076,9.566165722263284,41,15,0.06666666666666667,68,594
13,6,3449,0.0759640475500145,42.00499853947933,16.842831272814305,21.334661432464863,592,1362,0.09838472834067548,2575,22501
14,0,37,0.10810810810810811,76.72651351351352,6.234252252252258,12.586666666666666,15,10,0.3,18,222
15,0,148,0.10810810810810811,74.10180217669655,6.932336747759283,10.623559539052497,88,47,0.0425531914893617,177,1420
16,1,101,0.0891089108910891,68.3351189745908,7.211226552158333,11.739011397023214,47,29,0.034482758620689655,73,659
17,0,105,0.06666666666666667,76.47391891891895,5.762348555452004,10.779123951537745,58,32,0.09375,69,740
18,0,25,0.24,78.82615384615386,4.959148936170216,11.430660120021823,13,8,0.25,15,141
19,0,114,0.08771929824561403,62.06629281102967,10.891473903052852,14.866440529598425,38,48,0.08333333333333333,124,962
20,0,50,0.14,59.9074647494067,9.832771185257574,13.241881893061567,19,13,0.23076923076923078,57,377
21,0,61,0.06557377049180328,79.98872583762889,5.867741623711343,11.093427835051546,32,19,0.0,48,485
22,0,22,0.0,79.09587312900926,5.521411261582326,8.189593727726303,23,8,0.0,20,305
23,0,94,0.09574468085106383,69.63658953722336,7.14609083069848,11.091693015234263,49,19,0.05263157894736842,92,710
24,0,49,0.1836734693877551,74.03371633752246,7.704639385872596,11.201609608122332,29,15,0.06666666666666667,71,557
25,0,156,0.11538461538461539,65.22494330370827,8.958326693227093,12.695188476861784,65,60,0.06666666666666667,107,1255
26,0,36,0.027777777777777776,71.77474580335735,7.852388489208636,12.59318944844125,15,16,0.0,26,278
27,0,81,0.09876543209876543,69.21810751799836,6.679925646170194,12.025587159211614,37,23,0.043478260869565216,72,458
28,0,154,0.08441558441558442,56.21123799126639,11.107986899563318,14.539912663755459,50,50,0.06,143,1145
29,0,71,0.07042253521126761,75.8934298037889,7.2634232070365385,11.233031123139378,40,30,0.0,84,739
30,0,61,0.11475409836065574,62.87299515857045,9.241992057879564,11.76628406680085,31,21,0.09523809523809523,62,593
